asin,title,price,cat_label,categories,description,imUrl
B001LY5PIQ,Golden State Warriors Chris Mullin Adidas 1985 Navy Throwback Shirt,21.99,Men Clothing,"['Clothing, Shoes & Jewelry', 'Men', 'Clothing']","Like a jersey in the form of a t shirt, Chris Mullin Golden State Warriors 1985 Throwback shirt by Adidas. 
 
PART OF Vintage NBA Collection 
Adidas Hardwood Classics 
Color: Navy 
Detailed Screen Printing  
Two sided screen print
Adult Sizing",http://ecx.images-amazon.com/images/I/411DsVcrc6L._SX300_.jpg
B00H28V0P2,Blueskyseller Women Vintage Braid Wrap Quartz Leather Wrist Watch (Red),5.09,Watches,"['Clothing, Shoes & Jewelry', 'Women', 'Watches', 'Wrist Watches']",Package Include:1PC Vintage Womens Leather Quartz Owl Pendant Bead Bracelet Bangle Wrist Watch,http://ecx.images-amazon.com/images/I/510DA5JwlUL._SY300_.jpg
B00IIZHWG4,"BriteLeafs Sheer Compression Pantyhose 20-30 mmHg, Firm Support, Closed Toe (Large, Beige)",27.98,Women Clothing,"['Clothing, Shoes & Jewelry', 'Women', 'Clothing', 'Socks & Hosiery', 'Hosiery']","BriteLeafs Sheer Compression Pantyhose 20-30 mmHg Firm Support combines the look of fashion sheer hosiery with the benefits of compression support therapy. So sheer, you won't be able to tell they are compression hose; Two-way stretch knit design provides extra comfort & makes them easier to put on. Machine wash support hose in a mesh laundry bag or hand wash with warm water using a mild soap or detergent designed for compression stockings. it is highly recommended that you use donning gloves to assist you in the donning and doffing process. This will help eliminate runs caused by fingernails and/or jewelry.",http://ecx.images-amazon.com/images/I/31JJnazqFXL._SY300_.jpg
B0051II36Y,Del Mar 'DIVE 200' Women's Water Proof Dive Watch,85.95,Watches,"['Clothing, Shoes & Jewelry', 'Women', 'Watches', 'Wrist Watches']","Del Mar 'DIVE 200' Women's Water Proof Dive Watch Del Mar ""DIVE 200"" Women's Watch: 200 Meters Water Resistant Kevlar and Resin Swiss Watch Case Stainless Steel Back One Way Black Ratcheted Timing Bezel Quick Set Calendar Adjustable Polyurethane Band With Stainless Steel Buckle Five Year Limited Warrant",http://ecx.images-amazon.com/images/I/413sedzV5NL._SX300_.jpg
B001OPF7TO,Earbags Thinslte Fleece Red Md 563004,12.01,Men Clothing,"['Clothing, Shoes & Jewelry', 'Men', 'Accessories', 'Earmuffs']",Earbags Thinslte Fleece Red Md 563004,http://ecx.images-amazon.com/images/I/41kPuNth%2BKL._SY300_.jpg
B0033DILDY,Purple Vinyl Coil Foam Visor,4.06,Women Clothing,"['Clothing, Shoes & Jewelry', 'Women', 'Accessories', 'Hats & Caps', 'Visors']","Those spring days can get pretty bright! Our lovely Purple Vinyl Coil Foam Visor is firm yet pliable, perfect for Spring picnicing and on-the-go shading overall. Visor features a stretch vinyl coil in back for comfortable fit. One size fits most.",http://ecx.images-amazon.com/images/I/41cNOYkXMDL._SY300_.jpg
B004YNL526,"Terry Velour Shawl Bathrobe 100% Cotton Red Robe Men &amp; Women, Unisex, Size: L",42.99,Women Clothing,"['Clothing, Shoes & Jewelry', 'Women', 'Clothing', 'Lingerie, Sleep & Lounge', 'Sleep & Lounge', 'Robes']","Pamper your senses with our ultra sumptuous and absorbent Terry Velour Bathrobes. 

The soft texture of the rich terry velour is extremely absorbent, yet fast drying. The 100 % Genuine & Eco-Friendly Turkish Cotton is exceptionally lavish and becomes even softer after the first wash.  The side pockets provide extra comfort and convenience. The rich terry velour would add utmost sophistication to your spa experience, ensuring that these elegant and upscale Terry Velour Bathrobes would relax you in the lap of extreme luxury every time you slip into them.",http://ecx.images-amazon.com/images/I/41cdOxjx5hL._SY300_.jpg
B00DCP2EHC,NEEWER&reg; Metal Chain Quilted Faux Leather Shoulder Handbag Cross Body Bag Satchel Purse Totes (Black),22.17,Women Clothing,"['Clothing, Shoes & Jewelry', 'Women', 'Handbags & Wallets', 'Shoulder Bags']",NEEWER is a registered trademark. ONLY Authorized seller of NEEWER can sell under NEEWER listings.Package Contents:1x Shoulder Handbag Cross Body Bag,http://ecx.images-amazon.com/images/I/419rofAocJL._SY300_.jpg
B0030KPUW0,SILICONE BRA STRAP CUSHIONS (SET OF 2),5.24,Women Clothing,"['Clothing, Shoes & Jewelry', 'Women', 'Clothing', 'Lingerie, Sleep & Lounge', 'Intimates', 'Accessories', 'Straps']","Rid yourself of the discomfort of bra straps slipping off your shoulders or their digging into your shoulders. Our Silicone Bra Strap Cushions slip right under straps evenly distributing weight on shoulders while holding straps securely in 
place. Clear hypoallergenic material is invisible 
under clothing. So soft, you will forget they are 
there. Each Cushion Measures: 3.5""L x 2""W. Set 
of 2. Also sold in memory foam on Amazon.",http://ecx.images-amazon.com/images/I/41P340ProIL._SY300_.jpg
B00GURW6A4,Basico Women dress Plus Size,9.99,Women Clothing,"['Clothing, Shoes & Jewelry', 'Women', 'Clothing', 'Dresses', 'Casual']","TimkShop Company OverView- TimkShop Inc. is over 10 years importing company and we strives to offer a large selection of specialty fashion items and underwear from Pakistan and China manufacturers.- We pride ourselves on providing quality fashion items to our valued customers around the USA. &lt;/div&gt;&lt;div class=""SIZE""&gt;Product Detail&lt;/div&gt;",http://ecx.images-amazon.com/images/I/41QT3-IsQeL._SX342_.jpg
B00AGTCQRA,DISNEY WATCH FOR YOUTH MICKEY MOUSE IN PEN/GLASSES CASE.LARGE TABLE. BAND 9&quot;.FREE &amp; FAST US SHIPPING.,24.99,Watches,"['Clothing, Shoes & Jewelry', 'Boys', 'Watches', 'Wrist Watches']","DISNEY WATCH FOR YOUTH MICKEY MOUSE .LARGE TABLE. FREE & FAST US SHIPPING.


&#x2606; Disney licensed merchandise 
&#x2606;  includes a seconds-hand
&#x2606;   quartz movement 
&#x2606; Material: PE plastic 
&#x2606; Size: Total Length: 23.7 Case Thickness: 1.1cm Case diameter: 3.3cm 
&#x2606; Battery Sony 377 SR626SW  included",http://ecx.images-amazon.com/images/I/51toCoemk1L._SY300_.jpg
B0076R588Y,Neff Men's NF0208-lime Custom Degined Movement PU Strap Watch,28.0,Watches,"['Clothing, Shoes & Jewelry', 'Men', 'Surf, Skate & Street', 'Watches', 'Wrist Watches']","The Neff Men's NF0208-lime Custom Designed Movement PU Strap Watch is a fun watch filled with color and pattern. Featuring a white/green/yellow analog dial and a white/green/yellow polyurethane band, this watch is a great way to inject color into your outfit.",http://ecx.images-amazon.com/images/I/41mEDkoTh-L._SY300_.jpg
B00DCKLT2S,Emperia Women's Wallet/Clutch with Push Button Closure and Rhinestone Embellishments,24.99,Women Clothing,"['Clothing, Shoes & Jewelry', 'Women', 'Accessories', 'Wallets, Card Cases & Money Organizers', 'Wallets']","With Realtree, you won't find a more effective, more versatile family of camouflage patterns anywhere. This eye-catching and conveniently sized wallet/clutch is masterfully designed to hold and organize all your on the town essentials. Detailed features include a convenient 7.5"" W x 4.5""H measurement with two interior ID windows, a zipped closure coin pocket, a checkbook sleeve, looped pen holder, full sized bill pocket and 12 credit card sleeves. For even more convenience, we've added a large pocket on the back with a matching flap overlay and a secure snap closure. Whether carried on its own, or paired with one of our fabulous Realtree handbags, this piece is perfect for the outdoorsy woman on the go and is guaranteed to make a statement.",http://ecx.images-amazon.com/images/I/510aqiVgoeL._SY300_.jpg
B000VFAIMO,Filson Garment Bag - Desert Tan,600.0,Women Clothing,"['Clothing, Shoes & Jewelry', 'Women']","Distinctive, roomy, rugged.This bag is generously sized with a 5 gusset, allowing for larger outdoor garments and maximum carrying capacity.  It features brass-plated roller buckles, heavy-duty brass zippers, adjustable and detachable leather shoulder strap with pad, two large expandable pockets, a full-width outside pocket and a thick leather handle.  Capacity for 2-3 full suits.  Made in USA.",http://ecx.images-amazon.com/images/I/41MstnZaoZL._SY300_.jpg
B00A5Y5650,Mens Mossy Oak Leather Wallet Deer Concho Hunting Checkbook Style,53.99,Men Clothing,"['Clothing, Shoes & Jewelry', 'Men', 'Accessories', 'Wallets, Card Cases & Money Organizers', 'Wallets']","Mens Mossy Oak Leather Wallet Deer Concho Hunting Checkbook Style
Brown distressed leather wallet with Advantage Timber camo leather inlays and silver tone deer concho
Protective ID window 5 card slots Removable picture holder
Two currency pockets Checkbook and register inserts
Measures approximately 7 1/4"" x 3 1/2""",http://ecx.images-amazon.com/images/I/51wuUKUpKOL._SY300_.jpg
B00CHI2ATM,Hotportgift Mirror Sport Style Jelly LED Digital Date Lady Men Watch (white),4.45,Watches,"['Clothing, Shoes & Jewelry', 'Men', 'Watches', 'Wrist Watches']","Watch Shell size :370mm*370mm
Thickness: 10mm
Strap width: 28mm
Weight: 80g
Suitable wrist: 130mm-190mm(adjustable wrist girth) 
Gender: unisex",http://ecx.images-amazon.com/images/I/31TRtxYueyL._SY300_.jpg
B00B5EBKIG,Ladies Kerrits Boot Socks,18.0,Shoes,"['Clothing, Shoes & Jewelry', 'Women', 'Shoes', 'Athletic', 'Equestrian Sport Boots']","Slide and ride. This ultra-thin, knee-high, boot sock allows an easy entrance and exit for those hard to remove boots. Breathable, lightweight and quick drying. Personalize your outfit by matching your favorite print top.",http://ecx.images-amazon.com/images/I/41LE3cECj-L._SY300_.jpg
B00365A82G,Tennessee Volunteers Option Watch,29.95,Watches,"['Clothing, Shoes & Jewelry', 'Men', 'Watches', 'Wrist Watches']",NCAA Tennessee Volunteers Option Watch,http://ecx.images-amazon.com/images/I/41XEbLutfML._SY300_.jpg
B00BCO8YBA,Vibram FiveFingers Mens Convertible Military Olive-Orange Casual Shoes,90.0,Shoes,"['Clothing, Shoes & Jewelry', 'Men', 'Shoes', 'Oxfords']",CVT LS,http://ecx.images-amazon.com/images/I/51-Vg1%2BXNfL._SY300_.jpg
B005HEEENI,St. Moritz Momentum Format 4 Titanium Watch with Rubber Band,254.98,Watches,"['Clothing, Shoes & Jewelry', 'Men', 'Surf, Skate & Street', 'Watches', 'Wrist Watches']","The St. Moritz Momentum Format 4 Watch combines a great look with useful features. The hybrid analog/digital faces are tastefully arranged to clearly display analog time and all digital features. The Watch case is Titanium and the crystal is Mineral glass for outstanding durability, and a great look. The band is made of soft rubber for durability.Calendar.Stopwatch.Rubber strap.Titanium case with screwdown caseback and crown.Heat tempered, anti-glare, mineral glass crystal.100m/330ft water resistant.",http://ecx.images-amazon.com/images/I/41dJlJQ435L._SY300_.jpg
B008X7W2YE,"3-6 Day Delivery - Cross Body Purse, Satchel, Handbag with Adjustable Strap",7.12,Women Clothing,"['Clothing, Shoes & Jewelry', 'Women', 'Handbags & Wallets', 'Top-Handle Bags']","This stylish purse has an adjustable shoulder strap. Can be used as a small handbag. Made from quality polyester  material, and has three zippered compartments.
Product Dimensions: L 8""x H 10.5""x W .25""
with an adjustable shoulder strap to be worn in a variety of ways.",http://ecx.images-amazon.com/images/I/51EiI7moGmL._SY300_.jpg
B0050OCX3I,True Wool Beret-Lime Green,6.48,Women Clothing,"['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Novelty', 'Clothing', 'Women', 'Accessories', 'Hats & Caps', 'Berets']","These berets give a European flair to any outfit. Made with 100% Wool, they not only provide a stylish look but warmth as well, on a cold winter day.",http://ecx.images-amazon.com/images/I/41YXlIcjrfL._SY300_.jpg
B0044UUGRE,Converse Lowboy Thin Digital Watch - VR005,75.0,Watches,"['Clothing, Shoes & Jewelry', 'Men', 'Watches', 'Wrist Watches']",Super Thin Aluminum Case / Colored Digital Display / Grommetted Nylon or Rough Cut Leather Strap / Large Size (41.5 mm) / Mineral Crystal / 3 ATM Water Resistant.,http://ecx.images-amazon.com/images/I/51ijvanJ2dL._SY300_.jpg
B001F112GO,Alpinestars F1 Sport Shoes - 9/Silver,86.99,Shoes,"['Clothing, Shoes & Jewelry', 'Men', 'Surf, Skate & Street', 'Shoes', 'Athletic', 'Fitness & Cross-Training']","Alpinestars F1 Sport Shoes   Low profile, engaging F1 styling and innovative materials make the F1 Sport a fashionable, easy to wear and ultra comfortable everyday shoe. The softness and light weight of the F1 Sport are a revelation and its construction makes its wearing uniquely satisfying.   Features   Upper made from ultra lightweight, supple, synthetic leatherSoft and durable polyurethane PU molded heel for maximum durability and cushioningUltra low profile sole with a layered, sandwich, constructionInner lining is made with 2mm EVA foam for comfortPressed internal midsole with glued steel shank for added comfort and support, coupled with an ultra-thin rubber outsole for greater flexibility and reduced weightThe outsole is oil resistantAlpinestars excusive speed lace closure means quick and precise fittingThe PR Nylon laces run through PU eyelets and are secured with a self-locking clasp and the end of the laces can be secured either with the Velcro tab on the heel, or, within the hidden pocket in the tongue",http://ecx.images-amazon.com/images/I/31GV%2BY48O0L.jpg
B007634JPG,"Algreen 6049 Gardening Half Pants, Tall",32.71,Women Clothing,"['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Work Wear & Uniforms', 'Clothing', 'Work Utility & Safety', 'Women', 'Pants']","The soft padding in Algreen&#x2019;s Gardening Half Pants will be greatly appreciated by those with knee problems, especially because they also keep the dampness out. With two removable knee pads, these gardening pants also protect clothing from dirt and water. The pockets have closures for seeds, cell phones or gardening tools. Knee fabric is made from extremely tough waterproof nylon, while pant fabric is 65% polyester and 35% industrial strength cotton. Waist to knee measurement is 26-inch.",http://ecx.images-amazon.com/images/I/31mXuP8y3yL._SY300_.jpg
B00F27ADHQ,"HannahDirect Easy Purse Organizer, Red",14.0,Women Clothing,"['Clothing, Shoes & Jewelry', 'Women', 'Accessories', 'Handbag Accessories', 'Handbag Organizers']","The easy way to organize your purse. Easy Purse Organizer has pockets for everything you normally throw in the bottom of your purse. Never hunt for the lipstick or cell phone again. Eight unique sized pockets to hold all your stuff: cosmetics, cell phone, lotions, etc. and a key holder so your keys are always at hand. The perfect way to keep your purse organized and make your life easier. When you want to change purses or bags, just lift the Easy Purse Organizer out and insert it in the new purse you are going to carry. The beauty of the Easy Purse is that you can grab it's handles, pull it out of your purse and use it as a small clutch for quick shopping trips. Designed by Three Particular Women who made sure the purse organizer met all of their needs.",http://ecx.images-amazon.com/images/I/41gTiJtM7rL._SX300_.jpg
B001HN5ISS,MBT Women's Lami Sneaker,149.95,Shoes,"['Clothing, Shoes & Jewelry', 'Women', 'Shoes', 'Fashion Sneakers']","A sporty maryjane that comes in contrasting colors to boost your spirits, the Lami features an easy-to-fasten Velcro strap and patented MBT Sensor sole that'll work your core--even if you're just standing.",http://ecx.images-amazon.com/images/I/51pe5EfczkL._SY300_.jpg
B0089DKS6Q,NCAA Florida Gators Hercules Sunglasses (Aviator),9.99,Women Clothing,"['Clothing, Shoes & Jewelry', 'Women', 'Accessories', 'Sunglasses & Eyewear Accessories', 'Sunglasses']",Officially NCAA licensed Florida Gator aviator style sunglasses. These pair of shades are UV400 which means not only will you be supporting your team in style but protecting your eyes from the harmful rays.,http://ecx.images-amazon.com/images/I/31qn8aTj3CL._SX300_.jpg
B00GRP4URG,Candy-colored Black Geneva Silicone Colorful couple of style quartz watches,4.36,Watches,"['Clothing, Shoes & Jewelry', 'Women', 'Watches', 'Wrist Watches']",DescriptionMen/Boy/Lady/Women/Girl Silicone Jelly Wrist Watch SH-JW-018 WhiteProduct DetailsCondition: 100% Brand NewPacking: Bubble BagType: FashionBand Material: High Quality Silicone StrapCase Material: Stainless-SteelClasp: BuckleFeatures: Fashion Surface DesignFit Wrist: 17-22cmBelt Width: 2.0cmWatch Face Size:3.8*3.8cm1pcs Weight: 45gPacking Include: 1 pieces watchPacking : Bubble bag,http://ecx.images-amazon.com/images/I/41lMFaQ65%2BL._SY300_.jpg
B003ATEX3I,Pedicure Foam Slippers / Thongs 4 Pairs Assorted Colors,0.66,Shoes,"['Clothing, Shoes & Jewelry', 'Women', 'Shoes', 'Slippers']",Pedicure Foam Slippers / Thongs 4 Pairs Assorted Colors,http://ecx.images-amazon.com/images/I/41mqXmrwK-L._SY300_.jpg
B001EXCPFK,New Stormkloth Thermal Long Black Adult Socks,9.99,Women Clothing,"['Clothing, Shoes & Jewelry', 'Women', 'Clothing']","This is a StormKloth Thermal Long Socks.Size Small fits Men's shoe size smaller than 6 and Women's shoe size 5 to 7.Size Medium fits Men's shoe size 6 to 8 and Women's shoe size 7 to 9.Size Large fits Men's shoe size 9 to 10 and Women's shoe size 8 to 10.Size Extra Large fits Men's shoe size 11 and up and Women's shoe size 11 and up.The color is Black.No other sock is warmer or drier than StormKloth socks. The fleece inner ply is soft against your feet and the smooth nylon outer ply with patented anti-chafe seams help prevent blisters. You'll appreciate StormKloth's lightweight and 4-way stretch after a long day in the elements. Perfect for rain or snow. StormKloth fabric's breathability makes it an ideal fabric to wear over your feet. The AMTTM system allows moisture to pass through, preventing freezing and keeping you warm and dry under the harshest conditions.The retail price in stores is $26.99.You can't stay warm if you don't stay dry. StormKloth wicks moisture away from you, keeping you warm and dry on even the worst of days. The patented construction stays comfortably snug all day long.This breathable, water proof, windproof, fleece-lined material is the warmest, driest and most comfortable you can put on your body.The Material is waterproof but the sock is not seam sealed, so leakage can occur through seams.Due to a packaging and design change I picked up all of last year's stock. You can pick up an American made Hi tech product for less than wholesale.",http://ecx.images-amazon.com/images/I/31Hc2zEew1L._SY300_.jpg
B000GVCAY2,DRAG SPECIALTIES 4-LIGHT SPEEDO 2240/60 21-6840-BX15,99.95,Watches,"['Clothing, Shoes & Jewelry', 'Women', 'Watches', 'Wrist Watches']",DRAG SPECIALTIES 4-LIGHT SPEEDO 2240/60    21-6840-BX15,http://ecx.images-amazon.com/images/I/41mcWtoOeEL._SX300_.jpg
B001F50H48,Icebreaker Women's Tech Bodyfit 260 Top,100.0,Women Clothing,"['Clothing, Shoes & Jewelry', 'Women', 'Petite', 'Active', 'Active Shirts & Tees']","The warm and breathable Icebreaker Women's Bodyfit260 Mid-weight Tech Top is an ideal base layer for frigid temperatures. Composed of 100 percent New Zealand merino wool, the Icebreaker Bodyfit260 line takes high-tech, high-performance sport clothing back to nature with its natural fiber construction. A base layer in cold conditions, and a standalone during high aerobic activities and in warmer temperatures, the Bodyfit 260 Mid-weight Tech Top is highly breathable, will not hold odors, and offers maximum warmth with great temperature regulation for high-performance comfort.Icebreaker uses the best superfine merino in the world, from the mountains of New Zealand. In contrast to synthetics, the Icebreaker merino fabric is finer, softer, more insulating, and more breathable than alternative fabric types. The lightweight, odor-resistant, and soft-against-the-skin fabric breathes better than other garments because each individual merino fiber breathes as well as the fabric, allowing your body to release moisture vapor so that you never feel clammy.The Bodyfit260 Mid-weight Tech Top has a three-way collar that will zip up to a high neck, zip down for cooling, or roll over. A slim fit offers a form-flattering look and flat seams provide zero-abrasion comfort. The all-natural merino fabric features a circular knit that offers a natural stretch that will maintain its shape over years of use. With a dropped tail and thumb loops the shirt will stay in place even through the most rigorous activities. Easy to care for, the Mid-weight Tech Top is machine washable and fast drying. Additionally, the Bodyfit260 fabric will not absorb odors as synthetic fabrics do.Specifications:Base layer100 percent New Zealand merino wool260g/m2 ColdCircular knit with natural stretchRaglan long sleevesHigh neckThree-way collar (zip up, down, or up and rolled)Thumb loopsDropped tailFlat seamsBreathableOdor freeSize Specifications:X-Small: Bust 33 inches; height 62.5 inchesSmall: Bust 35 inches; height 64 inchesMedium: Bust 37 inches; height 66 inchesLarge: Bust 39 inches; height 67.5 inchesX-Large: Bust 40.5 inches; height 69 inchesCare Specifications:Icebreaker garments almost look after themselves because they don't hold moisture or odor. In fact, the known record for wearing an Icebreaker non-stop is 196 days in extreme conditions. Here are a few tips to get the best out of your Icebreaker.Use warm or cool machine-wash on normal cycleWash separately first (after 2 to 3 days use) to remove any loose fibersWash with like colorsWash on a normal cycle with other hard fabrics to remove fluffingNever use a fabric softenerDo not use detergents with bleachDo not tumble dry--dry flat in the shade or on the clotheslineAbout Icebreaker Merino WoolIcebreaker uses the best superfine merino in the world, from the mountains of New Zealand in all of its garments. Icebreaker's merino fiber was created by nature to protect animals in the harsh environment of New Zealand's Southern Alps. If the fiber didn't work, the animals wouldn't survive. Recognizing that it couldn't design a better fiber, Icebreaker turned nature's merino wool into a clothing system for humans. In contrast to synthetics, Icebreaker merino is 100 percent natural. The fabric created is finer, softer, more insulating, and more breathable than alternative fabric types.Icebreaker merino forms a buffer zone around your body, keeping you at an ideal temperature in all climates and conditions. It's also lightweight, odor-resistant and soft against the skin--all qualities that will help you to perform at your peak. Because Icebreaker merino fibers are so fine, they are naturally more breathable, so you stay cool in the hottest conditions. It feels very different than synthetics, where breathability is limited.Icebreaker garments breath better than other garments because each individual merino fiber breathes as well as the fabric allowing your body to release moisture vapor so that you never feel clammy. In a warm, high aerobic environment, sweat is pulled from the body into the fabric, and dispersed and metabolized as moisture vapor through the outside of the garment, cooling the body through evaporation. In cold temperatures, when moisture is absorbed from the cold air, Icebreaker merino fibers liberate heat through a molecular process call ""heat of sorption"" to keep you warm.Manufacturer Warranty1-year warranty",http://ecx.images-amazon.com/images/I/41GxXM9LRFL._SY300_.jpg
B0089DPIMK,Pearl Izumi Men's Ultra Long Sleeve Top,59.99,Men Clothing,"['Clothing, Shoes & Jewelry', 'Men', 'Clothing', 'Active', 'Active Shirts & Tees']",Transfer fabric provides optimal moisture transfer Abrasion print on shoulders for superior pack integration Sublimated graphics 10'' center front zipper,http://ecx.images-amazon.com/images/I/41t8QO9BQpL._SY300_.jpg
B003Z3IIQ2,Base Metal Crystal Orthodox Cross Necklace 20&quot;,44.99,Women Clothing,"['Clothing, Shoes & Jewelry', 'Women', 'Jewelry', 'Religious', 'Necklaces & Pendants', 'Chains']","This is a beautiful new Base Metal Crystal Orthodox Cross Necklace 20"". It is a great gift for yourself or a loved one and makes the perfect addition to any jewelry collection. Style-necklace Metal-base Metal Finish-polishe Approximate length-55mm Approximate width-33mm Approximate weight-0.1 grams",http://ecx.images-amazon.com/images/I/41tU12S6k%2BL._SY300_.jpg
B008A2NOXA,New Balance Women's Gopher Tee,14.97,Women Clothing,"['Clothing, Shoes & Jewelry', 'Women', 'Clothing', 'Active', 'Active Shirts & Tees']",The figure-flattering New Balance Gopher Tee features moisture-wicking Lightning Dry&#xAE;; technology and Lace Up for the Cure&#xAE;; messaging so you can wear this tee for a good cause in the gym or anywhere else you like.,http://ecx.images-amazon.com/images/I/41nB5c-PnwL._SY300_.jpg
B001SAGBHW,Timex Watch Bike Mount,10.93,Watches,"['Clothing, Shoes & Jewelry', 'Men', 'Watches', 'Wrist Watches']",Keep your heart rate in constant view while you bike or work out on the elliptical with this Timex heart rate watch bike mount. The mount--which secures to any bike or piece of indoor fitness equipment--fits round bars between 22.2 and 31.8 mm.,http://ecx.images-amazon.com/images/I/41Iazd%2BeWeL._SY300_.jpg
B00EM9QLD0,"Oliver Footwear 55246/9.5 6-Inch Lace Up Boot, Size-9.5",162.19,Shoes,"['Clothing, Shoes & Jewelry', 'Women', 'Shoes', 'Boots']",Fully lined with padded collar tongue with an exciting Lace-locking device and Metatarsal protection. On-metallic puncture resistant sole with Nomex stitching finish and Dual density insole and COMFORT cushion. Its anti-static and heat resistant (up to 300Degree C/572Degree F) with TPU SAFETY cell construction steel toe cap.,http://ecx.images-amazon.com/images/I/41r1iqw9hpL._SX300_.jpg
B001GSSQ2E,"Jandd Pump Tie, Black Secure a pump to the bike's frame",3.95,Shoes,"['Clothing, Shoes & Jewelry', 'Women', 'Shoes', 'Pumps']",,http://ecx.images-amazon.com/images/I/41vZ4WuJvVL._SX300_.jpg
B0009XH6HI,10-Year Analog Watch,19.99,Watches,"['Clothing, Shoes & Jewelry', 'Men', 'Watches', 'Wrist Watches']","Long-lasting battery life is what you'll get with the Casio 10-Year Analog Watch. As the name implies, the battery is expected to provide you with up to 10 years of life. Can't beat it, for a watch as value priced as this one is. Great analog style, with easy-to-read display and durable construction, for literally years of use.10 year battery life.100M water resistant.",http://ecx.images-amazon.com/images/I/41vvzjSscfL._SY300_.jpg
B000MU2JCU,Black Dog Tag,2.87,Men Clothing,"['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Work Wear & Uniforms', 'Clothing', 'Military', 'Men', 'Accessories']",This item comes with well known brand name of Rothco. Rothco is the World's Foremost Supplier of Military and Outdoor Clothing and Accessories.,http://ecx.images-amazon.com/images/I/21980SD9A8L.jpg
B007UZBLLU,Mask It 48037 Mardi Gras Satin and Sequin Mask,4.99,Women Clothing,"['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Costumes & Accessories', 'Masks', 'Women']","Mardi Gras Satin/Sequin/Feather Half Mask 8"" (20.3 cm) Purple with Green, Purple, and Gold Cocktail and Hackle feathers, Sequins, and black elastic, 1 piece.",http://ecx.images-amazon.com/images/I/51d4SLayn-L._SY300_.jpg
B0056DC7O8,Timex Weekender Analog Watch - Men's,40.97,Watches,"['Clothing, Shoes & Jewelry', 'Men', 'Watches', 'Wrist Watches']",The Timex Weekender Analog watch is a simple analog watch with a classic style. The face is designed for good legibility under any conditions and the case is designed to be rugged.Indiglo Night-lite.,http://ecx.images-amazon.com/images/I/41MoW2zrCbL._SY300_.jpg
B00ATTBRZY,Under Armour Women's UA Sedna Convertible Pants,79.99,Women Clothing,"['Clothing, Shoes & Jewelry', 'Women', 'Clothing', 'Active', 'Active Pants']","Part of our UA OFFSHORE ARMOUR Collection. Soft and sturdy construction delivers all-day comfort and durability. UA Stain Release for easy clean-up. Signature Moisture Transport System wicks sweat to keep you dry and light. Quick-dry construction wicks moisture to keep you drier, lighter, and more comfortable. Armour Block&reg; neutralizes odor-causing microbes to keep your gear smelling fresher, longer. UPF 30+ protects your skin from sun damage and premature aging. Slide clip closure. Front hand pockets. Zippered side pockets to secure your stuff. Button tabs on legs to create capris. 32"" inseam (pants)/5"" inseam (shorts). Polyester. Imported.",http://ecx.images-amazon.com/images/I/41htbjQbqvL._SY300_.jpg
B00AYUYHV4,Ostart Womens Tango Latin Ballroom Salsa Dance Shoes - Skin Color,13.79,Shoes,"['Clothing, Shoes & Jewelry', 'Women', 'Shoes', 'Pumps']",Note:1. The color shown in the photos may be slightly varied from the actual color due to the lighting and color deviation of monitors.2. We need about 3 days to stock up on these shoes due to the variation of their different colors and sizes. IT NORMALLY TAKES 10-15 WORKING DAYS TO ARRIVE.3. Please check the chart size with your feet length carefully before ordering.,http://ecx.images-amazon.com/images/I/41xdgfqq0bL._SX300_.jpg
B00E46BQUY,Genuine Audi Men's Chronograph Watch,189.0,Watches,"['Clothing, Shoes & Jewelry', 'Men', 'Watches', 'Wrist Watches']","Bold styling makes this handsome watch perfect for any occasion. Features a stainless steel case, a striking black matte dial with white printed hour markings, black printed tension ring and flat, black, genuine leather strap. Japanese quartz movement. 38-mm case. Water-resistant to 10 ATM. Audi rings logo on watch face. Comes nicely packaged in Audi gift box.",http://ecx.images-amazon.com/images/I/31Iv0jr1l9L._SX300_.jpg
B003VKO5HU,"Superior Unisex Egyptian Terry Cotton Large Bath Robe, Burgundy",44.95,Men Clothing,"['Clothing, Shoes & Jewelry', 'Men', 'Clothing', 'Sleep & Lounge', 'Robes']","Your everyday indulgence. Wrap yourself up in this luxurious Egyptian Cotton Terry Bath Robe. It is designed to fit both men and women comfortably with the durability yet softness of Egyptian Cotton. Each robe features terry belt, two patch front pockets and adjustable sleeves that can be folded back for style and comfort.",http://ecx.images-amazon.com/images/I/41sMtWMCloL._SY300_.jpg
