reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime
AP6T1DILQ3DFL,B0017Q0SHG,"Jennifer Thompson ""jen""","[0, 0]",Purchased these for my 8yr old daughter. She is in love with them:) beautiful. She wears a size 13.5 and ordered a 1. They fit great and with a little room to grow. Seems like good quality and are holding up so far. She wants to wear them everywhere not just for her Dorothy costume:),5.0,Great Shoes!!!!!,1381449600,"10 11, 2013"
A2O1W43IUR1FJ6,B0017Q0SHG,Jestine Odom,"[0, 0]","My daughter loved her Dorothy red slippers.  The heel was very appropriate for my 4-year old daughter.  She stole the show at the story book parade.  She looked stunning!!! She looked just like the real Dorothy dressed in make-up, wig, dress, socks, heels, red slippers, and Toto in the basket in hand.  It was a great day.",5.0,Dorothy Steals The Show,1395532800,"03 23, 2014"
A3E2W9MHYSOGUK,B0017Q0SHG,JILL-O,"[0, 0]","Being Halloween and at least two parties to attend, my 6-year old granddaughter at the last minute decided she wanted to be ""Dorothy"" but did not have red shoes.  Without her knowing, I immediately started researching, up popped these great ""Dorothy's Ruby Red Shoes.""  Within minutes the order was placed. They were in my hands two days prior to Halloween.  Through the expeditious handling by Kidcostumes, Amazon and our US Express forwarder this was made possible. She was so excited and so was Nana.  They are bright red glittery, shiny and well made. They truly are what you see in the ad.",5.0,Any Little Girl's Dream Shoes through Amazon!,1351814400,"11 2, 2012"
A1G8EKU61JSSTB,B0017Q0SHG,Jim McGiveron  http://nosmokejim.blogspot.com...,"[1, 2]","I've always liked the movie ""Wizard of Oz"".....take me back to Kansas!!I bought these shoes for my daughter,and she loves them,she wore them toa Holloween party,and people thought they were great!",4.0,Great Dorothy Shoes,1223942400,"10 14, 2008"
AKUMREA5ZMML1,B0017Q0SHG,JoAnne Lobasso,"[0, 0]","Love them!  Love them!  I spent a few extra dollars and my daughter was able to wear them thru her entire Halloween party!  So now I know they will be comfortable for trick or treating, and I now plan on finding a Christmas dress to match!",5.0,JoAnne,1351468800,"10 29, 2012"
A1UXNUCO5Y5E89,B0017Q0SHG,Jodie,"[0, 0]","OH MY GOD!! These shoes are just divine!! My daughters all love them. They are a narrow fit, and I followed a previous reviewer's advice to go one size up. This appears to have worked out well, because they fit well, but give a little room to grow as well. They made my Ruby so excited she had to watch The Wizard of Oz to see Dorothy in her shoes...so cute! The glitter is quick to come off a little, but that's to be expected with these types of glitter shoes. I've just given them a quick spray with hairspray to see if that helps. Definitely 5 stars from me and all my girls.",5.0,A Little Girl's Delight!,1305504000,"05 16, 2011"
AYWTGG3LTQ01L,B0017Q0SHG,John Honeywell,"[0, 0]",My daughter loves the shoes- only bad thing is the sparkles come off of them pretty easily. Other than that they were shipped on time and came in package as expected and quality made inside.,4.0,Good shoes but glitter on shoes shed,1386633600,"12 10, 2013"
A1IKFSQV3KSM15,B0017Q0SHG,Joyce,"[0, 0]","Very attractive and not cheap... my daughter wears them all the time and LOVES them! The sparkles of course are starting to rub off, but that goes w/o saying. You can always apply some clear spry on glue and apply more red glitter... that's what I plan to do when they really start looking worn.",4.0,Pretty and durable,1359590400,"01 31, 2013"
A2PBC8A8UX2ZXN,B0017Q0SHG,Juliette,"[0, 0]",The Dorothy Ruby shoes were beautiful. My granddaughter loved them and they fit her very well. They were very comfortable for her.,5.0,Dorothy Ruby Shoes,1384560000,"11 16, 2013"
AIH9VRZ78D1X3,B0017Q0SHG,Just Me,"[0, 0]","Exactly as described & size is fine (Daughter wears a 1.5/2 and I ordered a size 2). My daughter LOVES them. She wants to wear them everyday, everywhere we go. Yesterday she said ""I can't believe you found high-heel ruby slippers, Mom!"" Fantastic birthday present that will double for Halloween and can carry her through Christmas even.",5.0,She LOVES them!,1379289600,"09 16, 2013"
AJY3YQTK9I5Y6,B0017Q0SHG,"J. White ""shoelover#1""","[0, 0]","I bought these for my 2 1/2 yr. old daughter for Christmas. What a hit!!  Her eyes still light up at the sight of them.  She dances in them and has not made any complaints about them hurting her feet.  Excellent for a costume, and great for everyday ""dress-up"" play.  Would definitely buy again.",5.0,Absolutely Adorable!!!,1266969600,"02 24, 2010"
A33GCBZF9ZDCKN,B0017Q0SHG,Karen F.,"[0, 0]","Adorable shoes for my daughter's Dorothy costume!  She loved the look of these and they fit fairly true to size.  (I bought an 11 for my 5 year old).  She does have narrower feet though, so for wider feet it might be better to go up a size.  The only thing I noticed was that the heel portion of these shoes is somewhat slippery, even though made of plastic/rubber.  My daughter did slip a couple times on her school's linoleum floors.  Also, consider if your child will be walking in these during trick-or-treating - my daughter made it to a few houses before trading these in for more practical walking shoes.  Even though she found them comfortable, they're not good for running or keeping up with older siblings.",4.0,Cute but may be hard for younger kids to walk comfortably,1386028800,"12 3, 2013"
A15LNUE1HW5AN8,B0017Q0SHG,"Katherine D. Mitchell ""Kate""","[0, 0]","I ordered these for my daughter when she became obsessed with The Wizard of Oz. I read reviews, and although there were some bad reviews, I decided to order them anyway. Many of the reviews said they run small (my daughter usually wears a size 8 from places like Target, Wal Mart, etc.) so I ordered a Child Size 9. They were WAY too big. I ordered a Child Size 8 instead. These are a little big, but I kept them for her to grow into. She absolutely LOVES them. They are beautiful shoes! I HIGHLY recommend them!! Order them NOW!",5.0,LOVE!,1375142400,"07 30, 2013"
A7FGOEVR2AOVV,B0017Q0SHG,KG,"[0, 0]","The shoes are adoraable. My granddaughter loves them. She wore them in a pageant and they were so sparkley and she felt so special.  The only con was that the sparkles tend to fall off, but not enough to be noticeable.",4.0,Gorgeous shoes.,1385078400,"11 22, 2013"
A1BS1DIG5XVJL2,B0017Q0SHG,Kiki,"[0, 0]",My daughter loves these shoes!!!They're perfect for her Halloween costume......she wants to wear them everyday. She can't wait to trick or treat!,5.0,Ruby Slippers for a wizard of oz Halloween party!,1382572800,"10 24, 2013"
A3BBM61PHFKUAG,B0017Q0SHG,Kimberlee Colaluce,"[0, 0]",These are absolutely beautiful little shoes! My 5 year old loves them and they made her Dorothy costume sparkle! I believe they fall into the costume shoes sizing; running small in size. If my little girl would have taken off these shoes I would have returned them to order the next size up. She is a 13 1/2. I ordered a size 1. Still very happy with the shoes and seller! Thanks.,5.0,Perfect Dorothy Shoes,1351468800,"10 29, 2012"
A3BTMUGO2TQNPZ,B0017Q0SHG,KiwiKate,"[0, 0]","The most gorgeous ruby slippers imaginable for a little girl's Dorothy costume! My 4 year old daughter was in raptures, as were her friends. They did lose some glitter off the toes after the party but given she refused to remove them even for rough and tumble play at the park, it was hardly surprising -and I can easily patch them up with a craft table raid! Only slight doubt was the heel height for a little one, only an inch but not a fan of heels for little girls.  But it didn't slow her down at all -and she thought she was just the coolest. Expensive but worth it even just for the look on her face when she saw them. Ran true to her usual shoe size.",5.0,Gorgeous!,1326326400,"01 12, 2012"
A1836RAQGYJVO9,B0017Q0SHG,"K. Mattox ""KLM""","[0, 0]","My 3-year-old granddaughter knows all the words to every song in the Wizard of Oz.  She adores these shoes and wears them every day.  She recently took a trip out of state and left the shoes behind and discovered they were missing on the way home.  Her parents had to turn the car around and go back for them; she loves them that much.  They are very good quality and sparkle like real rubies. They made her very, very happy.",5.0,Beautiful...,1278288000,"07 5, 2010"
A2O53TNRVN2P8R,B0017Q0SHG,kokadots,"[0, 0]","The shoes are perfect for Dorothy! Be careful with sizing..runs a little small. My daughter is 8 and the size for her foot ran small. Great quality, fast shipping.",5.0,Perfect!,1383091200,"10 30, 2013"
A2GFOD2NCQCPRO,B0017Q0SHG,Kristina Martinez,"[3, 3]",This definitely runs small bought my 4 yr old niece a size 10 which is her size in all shoes and when I received the shoes they were beautiful sparkly but u can tell the sparkles will come off eventually either way the size was off I would recommend a SIZE UP if I would of purchased a size 11 I wouldn't have to return them now :-( plus even with a prime account w amazon my product still showed up a week later,3.0,buy one size up runs small,1383004800,"10 29, 2013"
A2G3BQIO7FACTY,B0017Q0SHG,Lacey Lutz,"[0, 0]",These shoes were perfect for a Halloween costume. Really well made and super cute. My daughter loved them and will probably wear them just for fun.,5.0,Really cute,1383436800,"11 3, 2013"
AHIFD956A358I,B0017Q0SHG,Laura M. Siepl,"[1, 2]",I bought these for my daughter for Halloween but I have a feeling she will wear them till she out grows them.  They are the cutest shoe!  I searched everywhere for the perfect Dorothy shoe and one at a great price.  I highly recommend these.  I will probably buy a bigger pair for her.  They are the cutest!Seller shipped right away and they were packaged very well!,5.0,Perfect Dorothy shoes!,1255564800,"10 15, 2009"
A3I9TDZTR2INR0,B0017Q0SHG,laura vandenberge,"[0, 0]",These shoes are so adorable and perfect my Grandaughter  loves them they look so real just like Dorothy's in the wizard of Oz .,5.0,Ruby Soes for my Grandaughter,1371945600,"06 23, 2013"
A3QVEKAEOGA0DU,B0017Q0SHG,Lawonda Medina,"[0, 0]","We loved the shoes, however the sparkles come off easily and the bow fell off one side of the shoe just after two days.",3.0,Upkeep is difficult,1361232000,"02 19, 2013"
A2827A29400DR2,B0017Q0SHG,L. Bowman,"[5, 7]",I purchased the shoes for Halloween.  My daughter can't get enough of them and likes to wear them out.  She gets compliments all the time and feels like a princess when she wears them.  They were definitely worth the money.  The heel is a little high but the shoes are very well made and are beautiful.  I'll keep them for her memory box because they are truly a special keepsake.,5.0,Worth the money--my child loves them!,1228176000,"12 2, 2008"
A1TSYINCQKH4NJ,B0017Q0SHG,Linda Jamestaylor,"[0, 0]","I made a &#34;Dorothy&#34; dress for my ten year old granddaughter when she was five. Now, my second granddaughter, who is four, parades around in it.  However, her sister's ruby slippers are long gone.  When Molly asked me to buy her &#34;Dorothy shoes&#34;, she stipulated that they had to have heels.  She is a very happy young girl who is thrilled to pretend she is Dorothy whenever she watches &#34;The Wizard of Oz&#34;.  And, may I add, she tries to watch it on a daily basis.  Thank you for having the shoes with the &#34;heels",5.0,"""MOLLY BECOMES DOROTHY""",1367193600,"04 29, 2013"
A1JHC9HRJY7HI8,B0017Q0SHG,Lisa M Barrera,"[0, 0]",Shoes were delivered promptly as needed and they fit perfectly. The only thing is after the event she wore it for .. The bow became loose and is hanging. Will take the to be redone.,5.0,Ruby reds were perfect.,1404691200,"07 7, 2014"
A10YKS3T40NPCO,B0017Q0SHG,Littlehunt,"[0, 0]","We love these shoes. She has worn then every day since they arrived. The shoe itself is sturdy. And the glitter does wear, but well considering the beating. Wish I had ordered her actual size, though. Read reviews that said they run small. We did not find that true. She's swimming in them, but doesn't mind, so all is well.",5.0,Perfect!,1382054400,"10 18, 2013"
AHIKFKEKJ3A9N,B0017Q0SHG,Lizzabett,"[0, 0]",The Shoes were beautiful. They fit her perfectly. I would put some slip resistant material on the bottom. Being brand new they were slippery on some surfaces.,4.0,Dorothy's Ruby Red Shoes,1288828800,"11 4, 2010"
A1UTFJ8T8ODP63,B0017Q0SHG,"L. Johnson ""Ljohns""","[0, 0]","My 6 year old daughter was introduced to the Wizard of Oz Movie and absolutely fell in love with this Classic Movie!  The Wizard of Oz Play came into town so I decided to take her to see it.  Of course she had to dress up like Dorothy -- braided pig tails, gingham dress, blue socks and the infamous ""Red Ruby Slippers"".  The shoes were an absolute hit! They came in the mail aproximately one week after ordering them and she did not take them off until I had to peel them off her feet at bed time.  Before she could made it out of her bedroom the next morning they were back on her feet.  They are the perfect shoes to complete the Dorothy costume.  I agree with other reviews when they state to get the next size up.  Also, they appeared a little stiff, but I worked them back and forth a couple times to ""break them in"" and they fit just fine! We were NOT disappointed with this purchase at all!!!!",5.0,There's no place like home...,1267488000,"03 2, 2010"
A2FJ92MB6JL9L,B0017Q0SHG,lolo,"[0, 0]",My grand daughter thought they were the best!! She even did a tap dance for me to show how cool ....Great shoes... She loved them... Also quick delivery. Thank you,5.0,Dorothy would be proud!!!!!,1382832000,"10 27, 2013"
A3JCOJW90LE25E,B0017Q0SHG,Lorna,"[1, 1]","The ad page indicated the order was fulfilled by Amazon, however, it was not. The shoes arrived in a plastic bag directly from the merchant. The shoes were in poor shape. One shoe was larger then the other and the buckle was broke. Needless to say, my grand-daughter was disappointed that she couldn't wear the shoes despite my efforts to repair them. I had planned to return the shoes but I was irritated for spending $25.00 on junk and let time slip away.",1.0,"Sad, Sad, Sad",1363737600,"03 20, 2013"
AOQIK8B54HSO1,B0017Q0SHG,Lorna Wallace,"[0, 0]","These are the cutest things.  They are still in the box because they are a Christmas present, but my 5 year old Great-Granddaughter watches Wizard of Oz constantly because she loves the shoes.  I can see here wearing them constantly.  The quality appears to be impeccable.  I am so glad I found these on your web sit, but then I find everything I want on Amazon.",5.0,Dorothy's Red Shoes - Awesome,1384992000,"11 21, 2013"
A3J2LGB2N6COMN,B0017Q0SHG,Madeleine M. Cardiel,"[0, 0]","My grandaughter loved loved these shoes. She wanted to wear them all the time.  Also, the shoes are good quality.",5.0,dorothy shoes,1257552000,"11 7, 2009"
A1230AS8CSOQAW,B0017Q0SHG,marjorie ostapow,"[0, 0]",MY 4YR.OLD GRANDDAUGHTER KEPT THEM ON ALL CHRISTMAS AFTERNOON.  SHE LOVES THEM AND I WAS IMPRESSED TOO. THE COLOR IS BRIGHT RED  AND LOOK ELEGANT.,5.0,Dorothy's ruby red shoes.,1388188800,"12 28, 2013"
A1DE8GZLWZ8H0E,B0017Q0SHG,Mark Caudill,"[0, 0]",Although these were purchased as play shoes for my 4 year old daughter they are as good a quality as her everyday wear shoes. Bottom line my daughter loves them.,5.0,Excellent quality,1374537600,"07 23, 2013"
A2AIOT3D00AZF8,B0017Q0SHG,Mary Hartman,"[0, 0]","Bought them for a little girl I nannie, she loved them and so did I.I like them for the shoe, but the strap gives a more secure walk whengoing out for out on trick or treat night.",5.0,Dorothy shoes,1381276800,"10 9, 2013"
AGB7I0BCORPT5,B0017Q0SHG,Matthew I. Mayfield,"[0, 0]",These shoes are adorable! They run true to size and they are very good quality. My daughter loved them and got tons of compliments on them. They were the perfect finishing touch for her Dorothy costume.,5.0,Perfect!,1383264000,"11 1, 2013"
A48B0F009NXA3,B0017Q0SHG,Meagan Kalchbrenner,"[0, 0]",Great shoes for dress up.  My daughter loves that they are &#34;high heels.&#34;  She wears them everywhere-which is why we're now on the second pair!,5.0,Couldn't be cuter.,1381795200,"10 15, 2013"
A1YGIXYPGAPCVC,B0017Q0SHG,Melinda Joyce Hogan,"[0, 0]",These were the perfect addition to my 4 year olds Dorothy costume.  They were sturdy and all the glitter remained on for a few Halloween events and then the night itself with some not so great weather.  They still look like new.,5.0,Great choice,1383264000,"11 1, 2013"
A1AAT8006JGV00,B0017Q0SHG,Michael L. Hutchinson,"[0, 0]","i ordered the ruby red slippers and they were perfect !  the granddaughter loved them, even ordered a second pair because she out grew the first pair !  very happy with the product and very happy with the service.",5.0,ruby red slippers/ perfect for a little girl,1265846400,"02 11, 2010"
A3GQFJ57WDWIX0,B0017Q0SHG,MILLIE MOUSE,"[0, 0]",these are so cute! my 7 year old loves these. she was dorothy for halloween and they were the ultimate piece of the outfit! everyone loved them. she wore them 3 times before halloween for the small costume party's she attended but she was still comfortable in them for halloween. I bought them half a size bigger because of some of the reviews and it was the best thing i did. they're cut a little tighter at the front so the half size was perfect.,5.0,truly ruby!,1257379200,"11 5, 2009"
A1RWK9Y3PYVKWP,B0017Q0SHG,mnbyron77,"[0, 0]","Shoes are made well. They look much better than any of the other costume shoes out there, although a little pricey for a costume. I bought them a couple sizes too large for my daughter since it has a strap. My daughter can enjoy them longer and I can feel like I am getting my money's worth.",4.0,cute and sassy,1283558400,"09 4, 2010"
AIAES6SWZI2RU,B0017Q0SHG,MomOfDos,"[3, 4]","My Daughter LOVES these shoes.  She wears them around the house everyday.THe only drawback was that the shoes are not sealed.  I noticed this when i got them, so I bought some Modge Podge and sprayed them down before i gave them to her.  She wore them around the house a cuople times and i noticed Red Glitter in the carpet.  I then sprayed them down two more times before giving them back to her and they have been just fine since then.Highly recomend sealing them up before you give them to your little one. :)",4.0,Beautiful but messy,1360540800,"02 11, 2013"
A3BE17CECGH3S1,B0017Q0SHG,Momtosko,"[0, 1]",When I placed the order the estimate for delivery was 10/28.  Then received notice they shipped and wouldn't be here until 11/1.  They were to be used for a Halloween costume so needless to say 11/1 delivery was not good.  I scrambled to find something locally and did at Target.  Normally I would return this pair but my daughter loved them so much we kept them...but next time they WILL be returned.,3.0,Disappointed in shipping not product,1383436800,"11 3, 2013"
AJ2GKRNA08L87,B0017Q0SHG,Monya G. Scherzer,"[1, 2]",I sent these to my granddaughter for her birthday.  She loved them and insists on wearing them all the time.  :-)))),5.0,Chloe's red shoes,1242604800,"05 18, 2009"
A3K6ZTUIN5KQL3,B0017Q0SHG,moschil,"[0, 0]",My daughter is very picky about shoes not fitting right so I was worried about buying online.  She has worn them all most every day for 2 1/2 wks since we got them.  She wore them the other day @ the zoo to go trick or treating for almost 2 hours.  She never complaind that they hurt and no red marks afterwards.  I took back up shoes just in case we didnt need them.  I would buy again.,5.0,Supper cute Ruby slippers!,1383004800,"10 29, 2013"
A2SIIZYTGAFN26,B0017Q0SHG,"M. Ragan ""Grammy 4""","[2, 3]",I ordered these Ruby Slippers for my granddaughter for Holloween. She was thrilled with the heels on the shoes. I did order her regular shoe size and these may run a little small. I returned the shoes with no problem and got the correct size the next week.,5.0,Ruby Slippers,1255564800,"10 15, 2009"
A2Y6S9SQHPG7H,B0017Q0SHG,M. Susan Breen,"[0, 0]","My grand daughter is thrilled with these shoes.  Wears them everywhere.  When I call the family, I hear her 'clopping' around the wooden floors of their home.Now all her little friends want them.  I have already given your Web address to them.  S",5.0,Dorothy's Ruby Red Shoes,1298678400,"02 26, 2011"
A32L297MMPU4VL,B0017Q0SHG,NaNa,"[0, 0]",My granddaughter wanted to wear them to school of course and I am sure that after Halloween they will get a lot of wear.  Couldn't have been better.,5.0,Preciouos,1288051200,"10 26, 2010"
A2RWN8NUIIOO79,B0017Q0SHG,nan rod,"[0, 0]",awesome cute shoes we loved them and super fast delivery my daughter was so happy she never takes them off and she looks so cute in them,5.0,cute,1383264000,"11 1, 2013"
A4QCG94MDRZAW,B0017Q0SHG,"Nicole Buro ""mom of twins in PA""","[0, 0]","I bought these shoes for my daughter for Halloween. They are beautiful and well made, definitely worth the $$!!",5.0,fantastic shoes!,1256169600,"10 22, 2009"
A3L4EJCKJRP9U9,B0017Q0SHG,nicolle Long,"[0, 0]",Arrived early.The quality of the shoes were great. The heel was small enough not to compromise walking for my 6 year old. These shoes made the custom complete.goo,5.0,Good quality,1383868800,"11 8, 2013"
A3LA2KVITXEH6T,B0017Q0SHG,"N M M ""N M M""","[0, 0]",Purchased these shoes for my 6 year old daughter's Halloween costume.  She loves the way they sparkle.  She would wear them everywhere if I let her.  They are still new so I am not sure how they will hold up to a 6 year olds playing but I am sure I will find out soon!,4.0,My daughter loves these shoes!,1383004800,"10 29, 2013"
ASAC4H2VE9MQH,B0017Q0SHG,O Padilla-De Jesus,"[0, 0]",This is the the third pair of these exact shoes I've bought for my daughter as she outgrows them through the years. They're comfortable and their make is of fine quality.,5.0,My daughters loves them!,1353974400,"11 27, 2012"
AEFQYHGE2JM33,B0017Q0SHG,overthetoppartymom,"[0, 0]","I think these shoes are adorable, fit my daughters foot perfectly. I always order a size larger for costume type shoes because they always seem to be cut a bit smaller. This isn't the sellers fault though, they didn't produce the size they only sell what the manufacture produces. That's the risk you take of ordering something online...things don't always fit the way you expect. My shoe size even varies between a 7-8 just depending on how the shoe is cut. And I'm sure we all wear different size clothing depending on where we buy from, so to bash a company and give negative reviews for this reason is ridiculous. Remember this is a business there are people on the other end, these comments are hurtful and rude. Have you tried to even talk to the company before leaving a bad review? I understand giving your honest opinion but to give 1 star because you didn't get the right size is ridiculous. People want to hear about the quality too and these shoes are of great quality. Much better than most dress up type shoes. definitely worth the price. Keep up the good work. And don't let these ppl who get mad because they order the wrong size get you down. Ask questions before you buy!!! It's your fault!",5.0,Cute Shoe,1382313600,"10 21, 2013"
A1PFL2WLU6VCAU,B0017Q0SHG,Pamela A DeForestwho,"[0, 0]",WHEN WE RECEIVED THE RUBY RED SLIPPERS MY 4 YR OLD DAUGHTER JUMPED UP AND DOWN WITH EXCITEMENT. HER DOROTHY OUTFIT WAS NOW COMPLETE. HER SHOES ARE JUST LIKE THE ONES DOROTHY WEARS WITH A HEEL! SHE WEARS THEM EVERYDAY AND THE GLITTER STAYS ON! THE STILL LOOK BRAND NEW. I MADE A GREAT CHOICE PICKING THESE SHOES.,4.0,DOROTHY SHOES...OH MY!,1277337600,"06 24, 2010"
A32549L3DL2C3,B0017Q0SHG,Patricia L. Sweeney,"[0, 0]",These shoes were perfect for our 5 year old's Wizard of Oz Dorothy costume this year.The quality is not the greatest for regular wear but very well made for a costume pair,5.0,Exactly as ordered,1388534400,"01 1, 2014"
A3OC7X2PKK7OTJ,B0017Q0SHG,Qpl,"[0, 0]","These shoes were pretty, fit well and were comfortable. My daughter wore them all day and did not complain. And she loved the heels, which many of the other brands did not have",5.0,Great shoes,1352073600,"11 5, 2012"
A22IZTHKMTMBMU,B0017Q0SHG,Rachel Lockhart,"[1, 1]","The shoes were exactly what I was looking for and she loves them but since my daughter received them on Christmas, a bunch of glitter has worn off the toes and the clasp has broken off-we have had to sew it on.  They're cute but not very durable",3.0,Ruby shoes,1358035200,"01 13, 2013"
AIQFKC9J95TKD,B0017Q0SHG,"Rachid El Guerrab ""The Man""","[0, 0]","We got these shoes for Halloween for my daughters Dorthy costume.  She wears a size 13, so that is what I bought.  Well, they are a perfect fit!  She just LOVES them!  I had to hide them, because she wants to wear them all the time.  I don't want her to wear them out before Halloween.  I am guessing we are going to get tons of use out of them after she wears them for Dorothy.",5.0,Perfect,1256083200,"10 21, 2009"
A201IQC71Q2Z83,B0017Q0SHG,Randy,"[0, 1]",Our granddaughter has had ruby red shoes for years and when we couldn't find any locally we went to amazon.  They are perfect.  She loves them and wears them whenever she can.,4.0,Grandaughter loves them,1375228800,"07 31, 2013"
A30I7BJPGE63ZB,B0017Q0SHG,R. Candido,"[0, 0]","My 4 years old daughter LOVES those, but only in the second time she worn them a lot of the red glitter had fallen from the shoe tip. The shoes are SO pretty, but I am afraid they will not last the same time as her excitement about the product.",3.0,Great but not durable at all,1320019200,"10 31, 2011"
A3L6WTTW0XC9EQ,B0017Q0SHG,Rebelg,"[0, 0]","Got these to go with a Dorthy Costume for my 6 yr old daughter for Halloween, she loves them and they are very adorable",5.0,6 yr old loves them,1386288000,"12 6, 2013"
A31PDM2VMOBPXF,B0017Q0SHG,Red Shoe Purchaser,"[1, 1]","The reviews were so mixed for this product that I took a chance by ordering.  The red glitter sprinkles flaked off after the first wear so that they were white on the toe.  I had to spray glue on them and sprinkle new glitter (extra expense after purchasing the shoes).  My six year old has worn them about five times and after each wear I have to re-glue glitter on them.  She loves the way they look, but they are not her most comfortable shoe.  She complains they hurt her feet after having them on a couple of hours.  I took the advice of the reviews and did order up one size from her regular size.  She is a 1 so I ordered a 2.  She has some growing room, but they will never last long enough for her to grow into them.  The glitter shoes at Target are much better quality and about half the cost of these.",2.0,Poor Quality,1322179200,"11 25, 2011"
AQ5O6GNGQW9FQ,B0017Q0SHG,Rhonda Bury,"[0, 0]","My grand daughter was so happy to see theses shoes arrive! The only &#34;problem&#34; is the glitter....every where but was expected. My solution was to use spray glue, which helped .",4.0,Great shoes.....but.,1371168000,"06 14, 2013"
A3KY4RMM3AGG5O,B0017Q0SHG,Ria Bella &#34;Maria&#34;,"[0, 0]",Perfect for halloween and dress up for my soon to be 6 year old!!fit is to size; buckles a little tough to fasten,5.0,great shoes,1379289600,"09 16, 2013"
A1PAZG7GP9UCA,B0017Q0SHG,Rita Smith,"[11, 13]",It would be helpful if the seller advised how small and narrow the sizes run for Dorothy's Ruby Red Shoes.  I ordered a size 12 for my daughter who wears a size 11 in all other shoes.  She could barely get the Kidscostume brand shoe on her foot.  They are a very stiff shoe with no flex or give.  I am sorry I chose to order from this supplier.  The shoes were too expensive to be sized so improperly.,1.0,Sizes run EXTREMELY small!!,1266796800,"02 22, 2010"
A32QTXTJIQQRRP,B0017Q0SHG,"rockin123 ""rockin123""","[0, 0]","My 4 year old found them to be pretty comfortable.  Although I'm nervous with her wearing them on the hardwood floors or up and down the stairs, she hasn't had any problems with them - and she is a bit of a klutz!  Also, they seem to hold up pretty well.",4.0,Surprisingly Good!,1383782400,"11 7, 2013"
A2J76SVSLHMGUL,B0017Q0SHG,Rosy,"[0, 0]",the shoes are beautiful the color and the shine made my daughter stand out but the only problem is that they come a bit small,3.0,Ruby red shoes,1394064000,"03 6, 2014"
A2SOAJMF8J637U,B0017Q0SHG,S. Altizer,"[1, 1]",I ordered these for my granddaughter for her costume and she loved them from the first day they arrived. She wanted to wear them with everything. They have held up fairly well considering the abuse they have taken.,5.0,Ruby Red Slippers,1225670400,"11 3, 2008"
A26STNGI8WZ92L,B0017Q0SHG,Samantha Stevens,"[0, 0]","cute shoe, it really does sparkle and the person I purchased it for love the shoes and wears them around the house.",5.0,ruby sltpper,1398816000,"04 30, 2014"
AL5U4UDUPEFP9,B0017Q0SHG,Sandra R Jordan,"[0, 0]","I purchased these for my Great Granddaughter.She adores them,.  Well made and I would recommend.The only reason for not giving five stars is the difficulty with theholes for the strap, but once done she can slip into the shoe with ease.",4.0,Adorable,1388534400,"01 1, 2014"
A1F2TRGWL0K3OU,B0017Q0SHG,"sassafrass ""ss""","[0, 0]","My daughter wore these as part of her Halloween costume for Dorothy.  She absolutely loved these shoes, and they held up very well for the costume effect.  Obviously not a product to be used daily and stay in perfect shape, as would what shoe anyhow? Anyone who has young girls and has ever purchased a glittery accessory, be it shoe or otherwise, will understand how the glitter does not stay on the product PERMANENTLY, but these held their sparkle and shine for a great amount of time.  I do have to say that I purchased one size up for my daughter after reading reviews of them being a bit too small to size.  This was true for my daughter as well, although not too much.  They fit for the purpose, and we were very pleased with the purchase!  I would recommend these.",5.0,We're off to see the Wizard&#8230;.!!,1384473600,"11 15, 2013"
A16456IC1RGIUA,B0017Q0SHG,Shan,"[0, 0]","I originally ordered similar shoes elsewhere for my daughters Dorothy costume for Halloween, and received an email 2 days ago that the shipment could not be fulfilled.  I frantically searched Amazon at the last minute for other shoes that could get here before Halloween (just 3 days away) and found these beautiful shoes.  They arrived on time for next day delivery just yesterday.  My daughter LOVES them and can't wait to wear them tomorrow for Halloween... GREAT product and fast shipping!  One more side note- my daughter wears a size 9 in dress shoes, but I followed the other reviews and ordered one size bigger (a 10) and my daughter has very narrow/petite feet, so I'd definitely urge others to get the next size up.  They fit her great w/ minimal amount of room to grow.",5.0,Great Service and FAST shipping!!,1288396800,"10 30, 2010"
A2HUC48GV2BSGF,B0017Q0SHG,shari kulis,"[0, 0]","My daughter won't take them off huge hit great product great quality,  little girls dream come true! Beautiful shoes fantastic",5.0,love,1396828800,"04 7, 2014"
A1WSMQL3WDI206,B0017Q0SHG,shoe gal,"[0, 0]","My daughter absolutely loves these and is still using them past Halloween, she even wore them for class pictures. They are good quality, they make the Dorothy costume. I did order the size 2 for my daughter who is a 13.5 and they fit her well ( a tiny bit big) These are  well worth the cost, order a bit larger.",5.0,These ruby red slippers are wonderful,1385164800,"11 23, 2013"
A16DZYM7T8TQ0H,B0017Q0SHG,someone,"[0, 0]","Cute shoes. Perfect look for Dorothy.  My 6-year-old loved that they have a heel.  She wears a 1 in most shoes and a 2 in some.  The 2 in this shoe was too tight, and they don't come any bigger.  Make sure you order a size or two bigger than you usually do. I can't tell you if the glitter stays on, since we're shipping them back before she wears them. . .",4.0,"Adorable, but run small",1317081600,"09 27, 2011"
A1IM1G3NDAEJ15,B0017Q0SHG,Sophiafrancesca,"[0, 1]","Purchased for my 4 year old granddaughter.  When I gave them to her the first reaction was &#34; they have heels on them&#34;.  Of course, she immediately put them on and started dancing.  They were very easy to handle for walking and dancing.",4.0,Granddaughter surprise Dorothy shoes,1376352000,"08 13, 2013"
