reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime,title,price,cat_label,categories,description,imUrl,file_path
A29LB9RFA43EJO,B008R35V6K,Nicole,"[3, 4]","GREAT QUALITY MATERIAL!I WORE THIS UNDERNEATH MY CLOTHES AND GOT SO MANY COMPLIMENTS OF MY &#34;WEIGHT LOSS&#34; AND HOW GOOD MY BODY LOOKED!IT LOOKED AS IF I HAD LOST 15 POUNDS.  THIS FAJATE GAVE ME A TINY WAIST AND CURVES, AND EVEN HELPED LIFT THE BOOTY!the only downside: it was tight on my thighs, so you could see the line through jeans, other than that this is a great product!",5.0,MUST BUY!!,1364256000,"03 26, 2013",Body Shapers,89.99,Women Clothing,"['Clothing, Shoes & Jewelry', 'Women', 'Clothing', 'Lingerie, Sleep & Lounge', 'Intimates', 'Shapewear', 'Bodysuits']","Strip ultra-silhouette by design and ultra-stylized silhouette compression naturally. There is pressure in the abdomen and waist, which keeps its shape is lost and keep a flat stomach. Natural latex inner band, which by its action removed from the abdominal adiposity terminca and toxins through perspiration which are retained on the cover of cotton. Special band that enhances the buttocks. By design helps enhance the bust.",http://ecx.images-amazon.com/images/I/51AOLnZatiL._SY300_.jpg,data/amazonproduct/images/B008R35V6K.jpg
A2TZLN4LFS7POQ,B000S5URJQ,Donna Borys,"[0, 0]",Not too heavy or tight. Nice fitting soft comfortable sock.,5.0,Good sock,1404604800,"07 6, 2014","adidas Women's Quarter Sock, 6-Pack",13.34,Shoes,"['Clothing, Shoes & Jewelry', 'Women', 'Shoes']",ClimaLite construction wicks moisture.  Half cushion cotton.  Welt cuff adds durability.   Knit-in-3-bars on cuff.,http://ecx.images-amazon.com/images/I/31XMMOXZ-ML._SX300_.jpg,data/amazonproduct/images/B000S5URJQ.jpg
AGG2AFEAHUCX5,B00BKEQBI0,Richard Fozzard,"[3, 5]","I've had this for a little over a week, and my first impressions are very good. Not perfect, but pretty darned impressive for the first serious smartwatch. I needed to replace an old Timex analog-digital with a large font (presbyopia, ya know), and I couldn't find anything my old eyes could read. Until I realized that I could get any face I want on a Pebble! Too bad I can't do that with my own face...Things that work great:1. Timekeeping, natch.2. Legibility (depending on watchface)3. Battery: 6 days use, and only at 1/24. Waterproof. In a hot tub, anyway.5. Notifications: Caller ID, SMS text, email, Calendar all work.6. Lightweight, and not too fat. I can't stand these enormous, heavy watches that seem to be the rage now.7. Motion-sensing backlight. With just a flick of the wrist. Fabulous idea.Things that don't:1. Some watchfaces don't look as good as you'd think. Choose wisely.2. Bluetooth seems to lose connection 1-2 times/day, requiring a reset.3. Claims to be an ""audio source"" on Bluetooth, so iPhone thinks it's an option for voice calls. Which it isn't.4. Kinda ugly. Looks like it was designed by geeks. OK, so it was.5. Cheap band. Changed that right away.6. Weather display on watchfaces: cool idea, but too slow. Maybe this will improve...I've not used any of the ""apps"" yet. They could be useful, but even without them, this watch is a real step up from a regular one. It's far from ideal, but then, does anyone remember the original iPhone?",4.0,First decent smartwatch,1378252800,"09 4, 2013",Pebble Smartwatch for iPhone and Android (Black),149.0,Watches,"['Cell Phones & Accessories', 'Accessories', 'Smart Watches & Accessories', 'Clothing, Shoes & Jewelry', 'Jewelry: International Shipping Available', 'Clothing, Shoes & Jewelry', 'Men', 'Watches', 'Wrist Watches', 'Clothing, Shoes & Jewelry', 'Women', 'Watches', 'Wrist Watches']",,http://ecx.images-amazon.com/images/I/41t32YBS8nL._SY300_.jpg,data/amazonproduct/images/B00BKEQBI0.jpg
A12QOLR9HYZ87H,B00C86EG8Q,Hannah,"[0, 0]","The watch is as I expected it to be. It is cute and fits well. The screen is a little small, but still readable.",4.0,Cute Watch,1394496000,"03 11, 2014",KANO BAK Black Color Quartz Fashion Weave Wrap Around Leather Bracelet Lady Woman Wrist Watch,2.85,Watches,"['Clothing, Shoes & Jewelry', 'Women', 'Watches', 'Wrist Watches']",Black Color Quartz Fashion Weave WRAP Around Leather Bracelet Lady Woman Wrist Watch,http://ecx.images-amazon.com/images/I/519hobJttPL._SY300_.jpg,data/amazonproduct/images/B00C86EG8Q.jpg
A2A3QG0JKJ79WZ,B001HX41NQ,E-Rock7,"[0, 0]",LOVE THEM!!!! Best shoe to run in by far. And for the money...Forget about it! Getting ready to buy my second pair. Not because I need them but because they are so comfortable. I need more colors.,5.0,Skins,1316736000,"09 23, 2011",Saucony Men's ProGrid Triumph 6 Running Shoe,89.99,Shoes,"['Clothing, Shoes & Jewelry', 'Men', 'Shoes', 'Athletic', 'Running']","Saucony's Progrid Triumph 6 running shoe offers a plush, flexible ride for the neutral runner and responsive cushioning for a smooth ride.",http://ecx.images-amazon.com/images/I/51%2Bqkp4%2B0vL._SY300_.jpg,data/amazonproduct/images/B001HX41NQ.jpg
A2Z65E6SWY121M,B00C86EG8Q,Deb e Brooke,"[0, 0]",I didn't like it Because it only worked 1/2 day the very first day I had it!!!!! I got it because it looked cute & I needed a watch.. &#34;THAY DONT WORK&#34;!!!,2.0,"If you need to know the time ""DONT GET THIS""!!!",1394323200,"03 9, 2014",KANO BAK Black Color Quartz Fashion Weave Wrap Around Leather Bracelet Lady Woman Wrist Watch,2.85,Watches,"['Clothing, Shoes & Jewelry', 'Women', 'Watches', 'Wrist Watches']",Black Color Quartz Fashion Weave WRAP Around Leather Bracelet Lady Woman Wrist Watch,http://ecx.images-amazon.com/images/I/519hobJttPL._SY300_.jpg,data/amazonproduct/images/B00C86EG8Q.jpg
AT6E3GT0DAV1B,B001E4DYEK,Dave S.,"[20, 20]","First, a bit of background info.About 5 years ago, I went through a major watch phase, trying everything from Seiko 5's to Omega Seamasters.  I was 100% focused in on automatics.  Then, I happened across a photo of a Citizen Eco-Drive diver (Citizen Men's BN0000-04H Eco-Drive Professional Diver Black Rubber Strap Watch) on a Hirsch Carbon strap that I really liked.  It was a bit odd getting used to the idea of a quartz watch, even though it was solar powered, but I decided to buy the watch, and that cured my watch lust.  It has been my only watch for 5 years now (and I HIGHLY recommend it if you are looking for an accurate, mid-sized analog diver).Fast forward to now.  I find myself regularly traveling outside the US to places without cell service or electricity.  This has made me want a watch with two time zones and need one with an alarm.  Of course, this meant a digital watch.  After I got over my initial revulsion (remember, a quartz watch was a big step for me!), I started looking at digital watches, primarily G-Shocks.The problem I found was that they were generally quite large, to the point of just being rediculous looking on my smaller wrist.  They had overly busy dials and they often times didn't have the functions I wanted, especially on the low end of the price scale.Again, I happened across a photo of this Timex Shock watch on a forum, and promptly went to Wal-Mart to check it out.  I was immediately blown away by the incredibly legible dial, ease of setting ability and how easy it was to switch between timezones. Then I noticed how low the price was!Timex seems to have succeeded in taking most of the best G-Shock qualities, at least the ones I wanted, and tweaking the things that I found to be lacking.  They did this while keeping it under the price point of the lowest priced G I found (the iconic 5600Casio Men's DW5600E-1V G-Shock Classic Digital Watch).So in summary, here are the pros and cons as I see them:Pros:1) Incredibly legible display - Large digits, good contrast and great viewing angles.2) Indiglo -  The reverse indiglo feature, where just the digits are lit, is brilliant.  Helps preserve night vision.3) Night mode - Helpful when adjusting settings in the dark. I like that it turns off after 8 hours.4) Ease of Setting - With the ""Next,"" ""Done,"" ""+,"" and ""-"" prompts when setting, there is no need for a manual.5) Band - The resin used feels of a higher quality than most Timex's, similar to a G in my opinion.  The strap keeper desing is very well thought out, and so far seems to work as designed.  The buckle seems of a higher quality than the similarly proced G-Shocks.6) Size - While bigger than your averaged size watch, I don't feel like I'm wearing a hockey puckon my wrist with this (but see cons below).7) Ease of Use - The buttons are big and easy to press.  They are still shrouded, though, so they are protected from knocks and accidental presses.8) Alarm - Seems loud enough (but see cons below).  I like the ""snooze"" feature.  If you don't press a button during the 20 seconds it is going off, it will automatically go off again in 5 minutes.Cons:1) Size - While the diameter is quite nice, especially when compared with a G-Shock, it is still a pretty tall watch.  Its not a deal-breaker for me, but something to be aware of.2) Alarm - It wakes me up, but may be too quite for some. I have little experience with digital watches, other than playing with them in a store, so I have little to compare to.  It may be normal, or even louder than others.3) Ruggedness - I think any quartz watch is an order of magnitude more shock resistant thatn any mechanical, and likely far more tough than anyone would need (unless you are a soldier, perhaps), so I think this watch is even more than tough enough for rough duty.  That being said, I think the G-Shocks are a little more robust feeling. This really isn't a con, but thought it may be helpful for someone.4) Fake Hex Bolts - Now, this is just being nit-picky, but I just don't care for the fake plastic hex-bolt styling.  Either make them real bolts, or make it smooth to get rid of some visual clutter (I am a big fan of visual simplicity, especially in a watch).I think Timex has really nailed this in terms of value.  The feature vs. price ratio this watch provides is hard to beat, IMO. You really can't go wrong!Update: 5/30/13.Well, one year later and the watch is still going strong.  It seems to lose about 2-3 seconds a month, which isn't bad.  It has also held up to daily wear, including some abuse, with only one small issue.  Last week, I noticed that the lower right fake hex bolt had broken off.  I must've hit the watch on something, but don't remember specifically what would have caused it.  I have hit the watch against many things for the year I've been wearing it, so it takes awhile to break one off.  It doesn't seem to affect the watch, it is still seems water resistant, and nothing is loose.  As I suspected it is just a stylistic choice.I still recommend this watch, as it is still one of the best, easiest to read digital displays available in this price category. Other than this issue, it is still ticking along just fine.  I will however lower my review to 4 stars to reflect the hex bolt durability concern.",4.0,Excellent G-Shock Alternative,1338422400,"05 31, 2012",Timex Men's T5K196 Ironman 30-Lap Shock Full-Size Watch,39.9,Watches,"['Clothing, Shoes & Jewelry', 'Men', 'Watches', 'Wrist Watches']","About Timex Timex Corporation is the nation's leading watch manufacturer. With a large and varied line of watches, Timex has the style for everyone. From the locker room to the board room, there's a great Timex time-piece for you. Look for Timex on the wrists of many great athletes competing in Ironman events world-wide. And like the best athletes, Timex keeps on ticking. Full-size watch, made of durable resin. 24-hour countdown timer. 30-lap memory and 99-lap counter. Shock-resistant and water-resistant up to 61 ft.. Dimensions: 10L x 1.5W x 0.5H in..",http://ecx.images-amazon.com/images/I/41dMP8tSD3L._SY300_.jpg,data/amazonproduct/images/B001E4DYEK.jpg
A3J7WRKB21A42C,B00B5SP3RG,Wanda D. Parsons,"[2, 2]","These boots were shown with the yellow label that says &#34;Ranger&#34; which are made in USA. Guess what? Amazon slipped Chinese boots over on us. This is the second pair my husband has ordered specifically because of the Ranger logo. Ranger boots last, but the boots made in China last less than a month when you wear them in the coal mines. Will not take another chance. Shame on Amazon for false advertising at a cost of over $100. I am very disappointed, and I will be surprised if this review makes it to the internet. When I e-mailed to complain, I received no response...not surprisingly.",1.0,False advertising!!!,1378684800,"09 9, 2013","Honeywell Safety 6145-11 Ranger Rubber Insulated Mid Pac Men's Safety Boots with Steel Toe, Size-11, Red",121.9,Shoes,"['Clothing, Shoes & Jewelry', 'Men', 'Shoes', 'Boots']","The rugged durability of Rangers rubber safety boots offers valuable protection in all kinds of industrial settings. The steel toe construction and hard-wearing tread features are ideal for oil rig or mining applications. Full polymeric foam insulation. Heavy Trac Tread sole and heel. Flexible, hand-layered construction. Tough, comfortable fabric linings. Cushion insoles reduce fatigue. Ultra-composite shanks reinforce construction and support the arch. Steel toe meets ASTM F2413-05. Available in red color and size-11.",http://ecx.images-amazon.com/images/I/41GillMJMwL._SY300_.jpg,data/amazonproduct/images/B00B5SP3RG.jpg
AREJY65HKAX3Q,B000HEJ3LQ,cole,"[1, 1]",My husband and I both wear these cloggs as garden shoes and love them! Just what we were looking for!,5.0,Great garden shoes!,1327017600,"01 20, 2012","Sloggers Men's Premium Garden Clog with Premium Insole, Black, Mn's sz 10 -  Style 261BK10",27.5,Shoes,"['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Costumes & Accessories', 'Shoes', 'Men']","Men's Premium Clog, 10, (Black), Ea.",http://ecx.images-amazon.com/images/I/4178y7CcNdL._SY300_.jpg,data/amazonproduct/images/B000HEJ3LQ.jpg
A3VQ8Q5T5ESL98,B005HEVQB6,Amazon Customer,"[3, 3]","This bag is great for gym, or taking all of my junk to work, like lunc, ipad, smaller purse, umbrella, etc.",5.0,Perfect for everyday use!,1357776000,"01 10, 2013","Timbuk2 Scrunchie Women's Tote 2013 (Black/Black/Black, Medium)",89.95,Women Clothing,"['Clothing, Shoes & Jewelry', 'Women', 'Handbags & Wallets', 'Top-Handle Bags']",A roomy all-around gear bag that cradles your yoga mat and looks good doing it.,http://ecx.images-amazon.com/images/I/41FQx-gUJTL._SY300_.jpg,data/amazonproduct/images/B005HEVQB6.jpg
A79D8YU49JEV6,B00284C9SM,Review Maven,"[0, 0]","I've bought two of the Timex Marathon watches, and the band broke in half on both of them within a year and a half.  The band is permanently attached to the watch so there is no way you can keep the watch once the band breaks. I don't consider under two years an acceptable duration of use for a watch. They should sell it as a 'disposable' watch since that's what it is. I think this item violates the whole concept of a personal time piece, and sets the history of watch making back to the stone age.",1.0,Timex Marathon watch,1336608000,"05 10, 2012",Timex Marathon Watch,21.0,Watches,"['Clothing, Shoes & Jewelry', 'Women', 'Watches', 'Wrist Watches']","The Timex Marathon is ideal for any runner looking for a standard quality running watch. Featuring the essential stopwatch, alarm and chronograph fucntions, this watch is ideal for anyone who is looking for a standard everyday use timepiece. Also featuring INDIGLO, the watch can be activated with NIGHT-MODE, so you can easily use the watch in the dark.    Water Resistant - To 100m, ideal for the swim stage of your ironman mission.  INDIGLO - Night mode which can be activated so you can use the watch at night-time.  Stopwatch  24 Hour Chronograph  Alarm Function  24 Hour Timer",http://ecx.images-amazon.com/images/I/414uAHFuuvL._SY300_.jpg,data/amazonproduct/images/B00284C9SM.jpg
A27I8EA8WR6CVO,B000XDUUEU,Luciana Zimmermann de Oliveira,"[0, 0]",Not to usefull for me! I carry a lots of things in my purse and what I really need is one purse with good divisions.,3.0,Yah!,1363392000,"03 16, 2013",Purse Organizer Insert by Miles Kimball,9.99,Women Clothing,"['Clothing, Shoes & Jewelry', 'Women', 'Accessories', 'Handbag Accessories', 'Handbag Organizers']","To change handbags without leaving anything behind, simply lift this purse organizer insert from one purse and transfer to another! Cell phone, credit cards, lipstick and other essentials stay with you. Handbag organizer insert features key clip, six credit card slots, zippered pocket and four open pockets. Nylon. Purse organizer expands to 8 1/2""L x 5""H x 3""W.",http://ecx.images-amazon.com/images/I/41rva6E0ejL._SX300_.jpg,data/amazonproduct/images/B000XDUUEU.jpg
A88XTFZRSY2AQ,B000GAWSDG,Doug,"[0, 0]","This my first &#34;real watch&#34; back when I was a kid, and I decided to pick up another when I needed something that was just going to keep the time for me.  I was not disappointed.  This watch does a superb job of keeping accurate time, is water resistant (I have worn it in the shower with no issues) and durable enough for every-day use.The one drawback for me is that the face scratches easily; however, this is more of a cosmetic issue and does not affect my ability to use the watch.",4.0,"Basic, Solid Digital Watch",1373328000,"07 9, 2013",Casio F91W Digital Sports Watch,10.4,Watches,"['Clothing, Shoes & Jewelry', 'Men', 'Watches', 'Wrist Watches']","The Casio F91W digital sports watch is a tried and true style for casual and sporty wear. With daily alarm, hourly chime signal, and automatic calendar (automatically sets date for months with 31, 30, 29, 28 days!) you?l never need to worry about missing an appointment again.Accuracy: +/-30 seconds per month.Water Resistant.Micro Light.Approx. battery life: 7 years.Battery CR2016.Module 593.",http://ecx.images-amazon.com/images/I/41bKozi45dL._SY300_.jpg,data/amazonproduct/images/B000GAWSDG.jpg
A3GXAQKJS5034A,B004PB4VTQ,Cora Sradler,"[1, 5]",A disapointing purchase.  The wallet is for a child and not stated as such in the item listing. Verry SAD !!,1.0,Wallet,1366156800,"04 17, 2013",Black Biker Leather Billfold Chain 8&quot; Wallet,9.94,Men Clothing,"['Clothing, Shoes & Jewelry', 'Men', 'Accessories', 'Wallets, Card Cases & Money Organizers', 'Wallets']","*4 POCKETS INSIDE, 1 WITH ZIPPER

*14"" LONG CHAIN

*MADE WITH DURABLE HEAVY GENUINE LEATHER.",http://ecx.images-amazon.com/images/I/41M0V%2B5N7LL._SX300_.jpg,data/amazonproduct/images/B004PB4VTQ.jpg
A1D3PTNJRZXYEB,B003MOIVI4,Dizzy,"[0, 0]","This is my 2nd casio wristwatch and its just the bomb!!!This is a must buy, its not heavy, had to adjust the band but its a looker any time anyday!!",5.0,Casio Mens PAG240T-7CR,1387670400,"12 22, 2013",Casio Protrek PAG240T-7 Altimeter Watch - Men's,219.95,Watches,"['Clothing, Shoes & Jewelry', 'Men', 'Watches', 'Wrist Watches']","Getting lost may be half the fun, but not if you're lost for days in a waterless canyon maze. The solar-powered Casio Protrek PAG240T-7 Altimeter Watch displays all the data you need to orient yourself and return back home unscathed. When trekking over countless mountain ridges or into desert canyons, this watch's digital altimeter, compass, thermometer, barometer, and clock ensure you can make informed decisions and stay safe in the wilderness.",http://ecx.images-amazon.com/images/I/51yQDgqVS%2BL._SY300_.jpg,data/amazonproduct/images/B003MOIVI4.jpg
A1HESCT5X3QSSP,B0001KHMZU,"Margaret Hills ""njpeggy""","[2, 3]",The first watch I received was defective.  I told them and they sent me a # to send it back.  No Problem!  A few days later I received a new one and its working fine.  I love it and I'd buy from this Company again.,3.0,Talking Watch,1233014400,"01 27, 2009",Talking Watch Unisex,17.95,Watches,"['Clothing, Shoes & Jewelry', 'Men', 'Watches', 'Wrist Watches']","Talking black watch with matching plastic band, 1/4 inch black numbers on LCD display, female voice. LCD and audio time report. Square face style. Alarm. Hourly time announcement. Uses 1 CR-2025 battery (included). Great for men or ladies. 30-Day Warranty. #26647",http://ecx.images-amazon.com/images/I/41fT6I2pE1L._SY300_.jpg,data/amazonproduct/images/B0001KHMZU.jpg
A2YF0WB0XF6K29,B000051SEP,"W. J. Jennings ""Little Wing""","[14, 14]","I owned an X6 model that I loved and used for years...but had to return under warranty for repairs: 1) due to faulty circuit design flaw in original models, 2) then due to repeated failure from 'water intrusion'.  Since I purchased through Eastern Mountain Sports, their 'Unconditional Satisfaction' return policy allowed me to replace failed X6s, um, three times.  But, and reasonably so, after the 3rd failure, EMS said they would only give me credit toward a the Military version of the X-Lander or a final cash refund.  Why the Military version of the X-Lander? Because it is the ONLY Suunto 'Wrist Computer' to feature the same button design as their dive computers. In other words....take any other type of Suunto watch into the wild and you risk losing all functions.Let me be clear: I backpack, I hike, I mountain bike, and I sea kayak...all activities that expose you to water, be it ocean, lake, river, a down pour or three days of drizzle.  I'm careful with my gear. But the non dive button models still crapped out.  SUUNTO even says that their watches are 'Water RESISTANT' to certain depth...but if you press anything while exposed to water (and in my case, twice this was just being out in the mountains in the rain), you are at fault and Suunto will not handle any warranty work.My advice is to buy the X-Lander Military version and learn to deal with its display and programming quirks.And buy from shops that have an Unconditional Satisfaction return policy that extends for quite some time.Sending a watch to Suunto USA for repair takes months and is expensive...and you can roll the dice to guess if they actually worked on your watch.Why buy a Suunto?  Their altimeter & barometer functions are spot on and far easier to calibrate. The watch senses your motion and will re-set between alt and baro functions so that you get an accurate reading (and an alarm) when you NEED one.  Their compass function is also very, very accurate.SUUNTO: get a clue and use DIVE BUTTON DESIGN on all of your wrist computers designed for actual use in the field and not as arm candy.",4.0,Top feature is WATER PROOF BUTTONS!!!!!,1210982400,"05 17, 2008","Suunto X-Lander Wrist-Top Computer Watch with Altimeter, Barometer, Compass, and Chronograph",329.0,Watches,"['Clothing, Shoes & Jewelry', 'Men', 'Watches', 'Wrist Watches']","The ultimate option for the outdoor enthusiast, the silver Suunto X-Lander wrist-top computer offers an accurate altimeter, a complete barometer, a precise electronic compass, and a multifunction sports watch in a single elegant package. Regardless of your excursion--whether it's climbing mountains, riding a muddy bike track, or skiing off piste--you need accurate, real-time information about your surroundings to pull off a successful trip. The X-Lander contributes by not only providing important data, but also keeping track of your activities so you can make rational decisions at key moments. In addition, the watch is user-friendly and solidly built, with a non-allergenic aluminum casing, a carbon-fiber back, a durable mineral crystal glass, and a water-resistant fabric strap.The built-in altimeter, which boasts a range of up to 29,500 feet, puts all 14 of the world's 8,000-plus-meter summits within the avid climber's range. Among the altimeter's functions are an altitude measurement function that lets you follow the vertical progress between stages, an automatic 24-hour memory that stores the altitude and ascent/decent rate for every hour, and an adjustable altitude alarm. Climbers will also dig the logbook function, which lets you record total and cumulative vertical ascents and descents as well as the number of runs skied.The X-Lander also displays the current barometric pressure and temperature--a must for activities in which weather plays a factor. The device automatically records barometric data for the previous four days, with the first six hours manifested in one-hour intervals and the rest in six-hour intervals. When the reference altitude is set correctly, the instrument also displays the present sea level pressure, which makes it easier to read and understand the barometric pressure at high altitudes.And few things are more important when exploring unfamiliar territory than a compass. The X-Lander's electronic compass contributes by guiding you with cardinal or half- cardinal points and a North-South arrow. The compass can also be set to track a certain bearing, which helps you follow a chosen direction. Meanwhile, the unit's declination adjustment function allows you to correct the difference between true North and magnetic North.In addition to the variety of outdoor functions, the X-Lander also displays normal time, with such add-ons as three daily alarms, a calendar programmed to the year 2089, a stopwatch with split-time measurement, and a countdown timer. Other features include a durable negative LCD display, a user-replaceable battery, and water-resistance to 100 feet. The X-Lander is backed by a two-year warranty on parts and labor.What's in the Box?X-Lander wrist-top computer, battery, user's manual.",http://ecx.images-amazon.com/images/I/51RpfJIscTL._SY300_.jpg,data/amazonproduct/images/B000051SEP.jpg
A1Q0TP255AGLV,B00BKEQBI0,S. Anderson,"[9, 9]","I've had a Pebble for about 3 months and in no way can recommend purchasing one for iOS users. It has so much potential but it has been exceptionally buggy and their customer support has been virtually non-existent.A few days after purchasing it, I noticed I had stopped receiving notifications.  I contacted support about it but got no response.  After searching through the forums, I found some other people that had the same problem and the suggestions had been to forget your Bluetooth connection on your phone and re-pair the device.  I ended up doing that on pretty much a daily basis to keep the watch working.  A new firmware came out which I had hoped would fix the problem.  Now, my watch routinely goes into recovery mode where I have to forget the device, re-pair, and then upgrade to the latest firmware again.  I have contacted support multiple times about the issue and still have not gotten a resolution on the matter.  Again, other people on the forums have had similar experiences.So I really want to give the product 5 stars because when it works, I love it.  It's a nice watch, has the feature set I want, and the price point is reasonable.  The problem is for many users, it just doesn't work.  And their customer service department is completely unable to keep up with the support requests they have coming in.  So unfortunately, I cannot recommend this product in any way.",1.0,Constant issues with receiving notifications on iOS,1394150400,"03 7, 2014",Pebble Smartwatch for iPhone and Android (Black),149.0,Watches,"['Cell Phones & Accessories', 'Accessories', 'Smart Watches & Accessories', 'Clothing, Shoes & Jewelry', 'Jewelry: International Shipping Available', 'Clothing, Shoes & Jewelry', 'Men', 'Watches', 'Wrist Watches', 'Clothing, Shoes & Jewelry', 'Women', 'Watches', 'Wrist Watches']",,http://ecx.images-amazon.com/images/I/41t32YBS8nL._SY300_.jpg,data/amazonproduct/images/B00BKEQBI0.jpg
A2Q2RYC11O5GO,B0027FFS6C,Mark Sette,"[7, 8]","A unique piece, but not as bulky as the TWC Steel.  Rugged with the Wenger/Swiss Army reputation, square body takes a day to get used to, but the instrument look really grabs attention.  Compared to the TWC or Bell Howell, the look is great, accuracy and durability are excellent.I recommend this watch for active people, who love the water and are a bit rough on their watches.  So, far it has handled a couple of dives, and 3 days in the woods camping, rafting, and hiking.Hope this helps.",4.0,Excellent Timepiece for amazing price,1268611200,"03 15, 2010",Men's Wenger 77010 AeroGraph Cockpit Chrono PVD - coated Watch,144.97,Watches,"['Clothing, Shoes & Jewelry', 'Men', 'Watches', 'Wrist Watches']","Timeless styling and reliable Swiss quality... Wenger AeroGraph Cockpit Chrono PVD - coated Watch with 12 - hour chronograph. A statement of uncompromising performance and design, cut from the same cloth as Wenger's legendary Swiss Army Knives! Swiss quartz movement, luminous hands, stainless steel sharp looks... all the good stuff is here, for split-second precision when it matters most. Check it out: Rugged brushed stainless steel case and screw-on caseback; PVD coating reduces wear and eliminates reflective glare; 12-hr. chronograph function; Precision Swiss quartz movement; Water resistant to 100m (330'); Scratch-resistant mineral crystal face; Luminous hands, easy to read in darkness; Date display; Leather strap bracelet with metal buckle; Case width: 42 mm (1.65""). Lug width: 24 mm (0.94""). State Style. Order yours today! Men's Wenger 77010 AeroGraph Cockpit Chrono PVD-coated Watch",http://ecx.images-amazon.com/images/I/41iELu8%2BdDL._SY300_.jpg,data/amazonproduct/images/B0027FFS6C.jpg
AK3KLEP79WPT3,B001GSKVV8,Stephen Ghantous,"[11, 16]","The Amazon description reads wool and it says on the package Murano Wool, but it actually is 100% synthetic - I checked with both the vendor and the wholesaler/distributor. Seller was willing to take them back, but I couldn't be bothered. The only other problem with this product is that it doesn't stay in place. After walking half a block, they had slid down to below my knees. I have normal sized legs.",1.0,Not wool and they don't stay up,1197331200,"12 11, 2007",Defeet Merino Wool Kneeker,21.38,Women Clothing,"['Clothing, Shoes & Jewelry', 'Women', 'Clothing', 'Socks & Hosiery', 'Leg Warmers']","The DeFeet Wool Kneeker adds the wet-weather warmth of pure merino to their already-crucial cycling knee sleeve. Serious cyclists know: warm knees mean longer rides and fewer injuries, and the one-size-fits-all Wool Kneeker keeps your knobblies toasty without the hassle of full-on tights. DeFeet recommends wearing a pair of Kneekers on any cold or wet ridebut honestly, we were doing that alreadyand you should too. Sold as a pair.Product FeaturesMaterial: 80% Merino wool, 19% Nylon, 1% LycraRecommended Use: Road cyclingManufacturer Warranty: 1 YearCountry of Origin: China",http://ecx.images-amazon.com/images/I/41iBjNHrGaL._SY300_.jpg,data/amazonproduct/images/B001GSKVV8.jpg
A2DVO94X7QX3B2,B004IHHAUE,chrissy b,"[0, 0]","it looks shiny and bright colored in the picture, well its not!! its dull and flat and the colors are not bright at all.. I hate it and would return it but I don't want to pay the extra money for shipping and handling!!! very unsatisfied!! and I would not buy this is I were u",1.0,this does not come to your house as the picture shows,1368748800,"05 17, 2013",Rikki KnightTM Colorful Rainbow Neon Party Scuba Foam Coin Purse,13.99,Women Clothing,"['Clothing, Shoes & Jewelry', 'Women', 'Accessories', 'Wallets, Card Cases & Money Organizers', 'Wallets']","This Scuba Foam Coin purse displays the image on both sides and measures 5"" x 3"" x 1/8"" with a cool zipper closure. The image quality is vibrant and the wallet is big enough to carry your small change, plus some cards or personal products, etc. Disclaimer: All images are printed directly into the material - The Texture of the image will always be a flat surface. Any images that appears to be 3d, textured, or glittery are flat printed images and are proudly printed in the USA",http://ecx.images-amazon.com/images/I/41edx%2BkkFDL._SX300_.jpg,data/amazonproduct/images/B004IHHAUE.jpg
A52NRAAP36J9,B004IZYW3E,carla garcia,"[0, 0]",I think I payed a little to much for slippers but I do like marilyn monroe so all is good,4.0,ok slippers,1367971200,"05 8, 2013",Marilyn Monroe Pink Polka Dot Slippers,21.23,Shoes,"['Clothing, Shoes & Jewelry', 'Women', 'Shoes', 'Slippers']","&lt;font face=""arial,helvetica,sans-serif"" color=""#666666"" size=""2""&gt;Sit back and relax in style with these Marilyn Monroe Pink Polka Dot Slippers! These soft and cozy slippers feature Marilyn Monroe's signature facial expression &amp; glamorous signature.??????&lt;/font&gt;&lt;font face=""arial,helvetica,sans-serif"" color=""#666666"" size=""2""&gt;Slippers are one size fits all.&lt;/font&gt;",http://ecx.images-amazon.com/images/I/51yl-ZCR4GL._SY300_.jpg,data/amazonproduct/images/B004IZYW3E.jpg
